"countries_in_all_datasets","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"Hungary",105.862048599393,36.7691580969831,17.0560063491463,7.20667951424533,39.5364675215312,170.858247786208,24.5112822090442,11.7043521829678,11.932042126801,11.0456079804796,16.5190569957808,3.27335893011239,1.42366790618814,1.27367086766456,0.674608371914146,1.34738354010604
"Iceland",13.8321914066742,3.43082045488275,5.8525001186235,2.84185147886059,4.58817157472809,49.410185458029,11.1802771724536,5.53700132230961,4.59220251027274,5.16508967925507,20.2551564968667,5.7223751368636,1.03028491277269,0.935010843277057,2.16029036209028,8.89992719064782
"India",30.7563546986874,5.0129586095221,4.56764635228995,2.89145685566872,5.68153588373797,31.0662426532197,6.71595560954373,5.11283831501452,6.53767673269495,6.14704092319075,17.761553781376,7.79291524477077,4.60106185758537,4.06467379292448,6.75862536812717,31.7820266813503
"Indonesia",46.0581615208212,7.92057273418284,5.43746644429821,2.69352020206809,10.1523540949068,43.1870890671736,8.92254115574841,4.92204517023552,8.85389000114015,7.77828930430832,20.3243640164261,5.16511980973292,5.48024341412268,4.18386264762305,4.78547835283856,20.7315490175071
"Iran",27.0673966886062,11.1706068131461,6.86113552446054,3.02773267637718,16.1229175875069,92.046550905749,13.2214743799756,5.41144081791027,10.0546112087525,9.58867846119799,16.0973349305883,4.18897351815538,5.09780764354649,4.49460828271203,3.06606423029494,5.61764473303241
"Iraq",13.0037399014842,5.26521687199364,3.3048678745497,1.41216944761086,7.75911914078568,44.1430564318714,7.05655088669856,2.64436051798621,12.0036429846215,11.2452095221175,22.4037625456965,5.28969571862054,7.7001294602891,6.67964342975568,5.10507044356875,11.1400793253131
"Ireland",28.3215546766268,9.21183651805178,7.9328173883166,2.78519627284385,12.4259056362188,74.0483485679313,13.0629631356154,5.35981220698381,9.56401627005796,8.79176191424787,16.5709124299288,3.62303731546192,1.39076575629759,1.11964246912679,1.05788887072385,2.91202075379788
"Israel",59.7476055982189,18.9804781088277,7.29620914542837,3.02480894772115,26.2303965650962,110.368725164409,13.8453593545506,6.64054329641913,14.9824177097064,12.5163345266347,19.8570174127591,2.85835359377112,1.97142753941685,1.5359352181487,0.712544374092846,1.65360117417036
"Italy",53.2118535250108,14.2384481471149,10.50287317496,5.17569567471271,17.2916306435629,112.279426048734,13.7296963031146,8.13587618668238,9.46075017535234,7.80716371430478,17.4865914590245,5.28706135693156,1.35211714298209,0.982035735666782,1.08799536156482,4.87456880563274
"Jamaica",76.9569984375168,15.5463119541712,7.4962625514503,4.16737146916715,16.7867893536157,61.0046443981978,8.92998630432092,6.66888054242306,10.4191566123357,8.52062621164076,16.5829623739828,5.64515778908411,3.44272886032695,2.60493233465472,2.10238948944007,8.50348018237924
"Japan",147.565195629118,16.6006962607895,9.92498679299823,2.31796577904759,17.7502228975485,100.027766610184,18.5560570050137,2.37070941381182,9.40986681813404,8.3078242192498,23.3004242316933,8.63431829037775,2.5065538963928,1.84615250638322,2.46219682368879,10.2174588757694
"Jordan",13.6732123159463,5.98035274617652,4.32768029423956,2.3976867883436,7.89341398759117,54.7031843451327,8.75465179163861,5.04251314925937,8.82396911820207,10.3580600486573,19.893432958135,6.13216263618518,5.61432351749361,5.8226128233768,4.57319644136768,14.9270752788976
"Kazakhstan",22.6635097686956,3.99682272737029,3.35282297741366,2.01498335124511,6.85021983330893,39.4282189019543,7.91746576949238,5.21214904369756,5.33148759865892,5.35938919240286,17.5522655700921,7.92145734414215,3.9459093504829,3.57369655400136,6.39675004526316,41.3136636949753
"Kenya",38.9311993431792,14.1062782906959,5.88962372870267,1.62204790603529,16.5937692456884,69.2529553294009,9.96213929789327,4.36093390100452,13.3140894234739,12.4684674430144,20.4206543223751,2.9634970612448,6.72857601008906,6.37973082361295,3.07826519625272,7.0454680671793
"Kyrgyzstan",32.6272663748113,10.6660941385402,5.49593404212663,1.94982589182453,18.877681171099,86.0589641006219,11.0006456142239,4.70640321509399,12.7140363260981,10.0979363598777,15.0005022230776,3.16911755574462,5.64662872679583,4.37587405485957,2.68261762275681,5.32894204974976
"Latvia",49.7666794072602,12.8152833207713,11.0613333215731,1.30436055541056,17.3753364869516,112.301851346351,16.9109318137698,2.02754114717351,11.740876600737,9.53042014158495,20.3270178394458,1.28940506679297,0.68465665619783,0.571470407550948,0.53135994442154,0.79078113966173
"Lebanon",46.1049358291994,14.4089951492998,9.12305120807913,2.70467793779714,17.9700786827801,67.7021414732526,13.2364699187203,5.24065293965587,11.8168302376637,8.97052845770689,18.15444798522,3.20216279504546,2.5563810650334,1.84391448385146,1.45289192957156,3.16924683105313
"Lesotho",29.8768279309046,12.9995032410159,5.55517419355525,2.23168595849205,16.3377360304519,85.5232474075543,10.9809721276955,4.54336510438906,11.8533619844174,12.9330776297508,18.1661949762581,3.33986024523401,4.86918977386643,5.04929060896731,2.47561536794718,4.89149056378052
"Liberia",21.3531472540219,3.01406021812809,3.03928897181207,2.3341254112433,4.31347164391787,19.3359330143145,4.9472627448665,4.98601630600956,7.95362941758408,6.38027468594375,23.5847716121617,10.6893964944978,9.22705799235766,6.85970859866056,12.2417158069278,63.067981517742
"Lithuania",54.4882435617549,23.2710905234458,10.8444819569812,4.59507534591353,29.3821125691456,189.657157939036,22.8200509368378,9.76353926800496,9.2984951088524,10.3644183413958,18.6466833095029,3.48224384955241,1.23839363118999,1.16469718262291,0.634237169887748,2.10950792886823
"Malaysia",61.3562458812439,22.5539305166658,10.0128394096071,5.08153595341539,25.8783723667046,115.116718941881,15.3060249075244,9.36266674468633,11.4983442578166,10.5301094224082,15.9169339156497,3.22487206757501,3.75552185964539,3.36829036212362,1.60845055827821,3.47858326566204
"Maldives",24.9227028799278,6.38367867423975,4.81687956617548,3.40316665758076,8.57566784418871,63.930635526173,10.8476602104965,8.13158009586366,5.67912518977714,7.5865208659353,17.4226439512938,6.65274035675679,6.35918801269484,7.62114602751728,7.96408325368938,37.4971517493839
"Malta",36.6194269463909,8.62585489756261,6.64672736069414,0.922245472796658,14.4224198177543,125.576196672808,18.5660237047538,1.0162899399459,7.03165342998896,7.93873914723929,23.9546251466081,6.53290473781074,1.70063297407437,1.24509370300286,2.0963780741594,13.466981635589
"Mauritania",14.7280853090442,6.6259555253938,3.4031884805107,1.63378078909539,9.09625635615864,63.7041095094552,8.71008411109898,3.56516276407126,10.6034725822056,13.6444542925664,23.5576371684445,4.30713179078553,6.34618900289293,7.11508541270408,3.8328130841539,10.7712295648395
"Mexico",52.1742790412882,18.7283222774033,9.62089094137544,3.49954807965241,22.1419337127605,117.22499375141,14.8593019131119,6.54712834878738,11.9589510066279,11.0227907503989,14.0536862761358,2.97982500864037,3.51683022456173,3.1018386085525,1.7707942257898,2.78919112067831
"Mongolia",36.1678365213277,7.01365858336194,4.8405971675942,1.95472505094834,10.4164370506808,54.8616811404396,10.0735785738587,5.10060087252765,7.67188249428104,8.32250188381124,17.1180958416229,4.53504223098881,4.41216101866633,4.79517674144634,5.30771970057224,16.3917270957418
"Montenegro",76.4685429634814,19.7448133386766,11.7019812484469,5.19669542772994,20.9017427712696,96.4011557435288,16.6753756772468,8.78702595493262,10.2411081443044,10.1475491951315,16.9308997550162,4.01758812175094,1.62982648423113,1.53060083468358,1.10944040711218,3.05462490311694
"Morocco",9.90127692295249,3.01894807100982,3.22506874765101,4.0369634606311,3.69307280520283,47.0399578999647,7.50305796815495,8.25054178812689,4.26803700716061,5.61904045111674,14.7026232815985,11.4991107323654,4.61366178573111,5.26441600617496,8.71791315048412,77.0734785921517
"Mozambique",25.4506685781712,6.01955114027343,4.08520550389236,1.22586497784297,9.61545184845092,33.7201294823334,7.00831363542196,2.66472673465294,15.5539515141401,11.4385548370208,23.4861603939084,3.80249768438252,6.31692223247911,4.5340135020446,3.77718020704181,7.51287088178502
"Namibia",14.4634739027174,4.05215328113965,3.24991188844377,1.90970296509748,5.83822058712525,36.6150061057563,6.55457378661248,4.4381286202391,8.74507026491972,8.65946878109053,18.8003915798402,7.24329285208332,7.69590846471395,6.90297891587269,8.25866676476641,39.6155231089401
"Nepal",22.4266862699647,8.46504347070324,5.95263021931198,3.10752467986467,8.82593872047701,54.0257168313248,8.6564259885205,4.8798830931213,10.0260662591531,10.0041549771421,17.3260266073793,5.82870540648004,4.26475925059829,3.88994180458815,3.09204294051692,10.1180849181514
"Netherlands",142.771026371433,44.496952147315,16.1767025256119,5.17601517963918,46.0106397359125,204.46252302896,19.428195651818,10.301676447801,13.328878419064,9.89350315337393,16.9175966133262,2.5948427597319,1.29500634185757,0.974240715944097,0.444963428881482,1.02105626619776
"New_Zealand",59.52814019348,20.1227147263467,9.15250319148048,3.29212921484049,25.2841098927448,134.486206474901,15.9283846111606,4.69183027896219,11.9100526004457,10.5037317019476,19.4557892023057,2.52524921143772,2.0125035397798,1.46405439214971,0.777384142195782,1.59354682079651
"Nicaragua",23.3960616497723,11.75994234885,5.74799528825179,3.74596250260491,13.2684777318089,97.1799275358905,11.5666675713146,5.79411720314544,9.94078979280466,12.5140287890889,21.1430042521553,5.09441456488931,4.93026123642491,5.32798824856826,2.77683956965866,5.4428974812932
"Niger",10.0226490040054,2.48321245225294,1.86653607564577,0.119159248247982,3.38911734563223,42.658335673641,4.91479417547695,0.44453826258392,8.48124639563637,9.12860895160481,31.0968036260428,6.11525235484226,5.57923497876308,9.00899795579697,13.7730740429819,71.2090470944591
"Nigeria",22.8112398153751,4.22685827205861,2.82665202066633,1.44696736608862,6.60512347131089,28.9792799630579,5.64605564422103,3.20545479506813,10.7370810134729,9.5567908076122,24.2049980771316,7.20312888066232,11.2926524619556,8.67888428671831,10.2846773170506,48.7251108385263
"Oman",36.0346680731602,14.3590912292654,7.01803725177424,2.56506952406597,23.4919836544859,137.153187011781,17.2240642695169,6.87327863521094,10.0466010478257,9.96910993277989,15.2573702481747,2.86613194255433,10.0427420740692,9.08778051752438,4.7097816343456,10.2291946259729
"Pakistan",60.4172638510298,19.5686608287553,6.36848538310766,2.131118635746,27.7268549637678,135.020516457431,12.0702550651961,4.35651553924283,15.2641899974821,13.1298940389723,15.0875166959338,2.44414424787739,5.88814279924539,4.92787827897398,2.11085461430434,2.74855882547392
"Panama",56.9308128038741,19.749267350387,9.38277234543334,4.53990643779483,23.292689095244,108.31809691129,14.746715361311,10.0784796626337,12.1739747236935,10.7297001789386,17.632460810855,3.4429400052103,2.34285832989392,1.94970198058336,1.02562162259695,2.91340769271019
"Paraguay",32.6943139724875,7.49238809837795,6.08327239162302,0.907859052215356,10.112804979291,41.1060140092932,7.85929361109428,1.75130342434864,12.8890417084147,8.82206888492846,19.3502488760346,1.77692174162449,2.1721428247171,1.65304114005,1.5476840267543,3.25382307172439
"Peru",40.3153701777867,18.1896019638487,6.96277309430974,2.55150120119418,21.2599751938729,125.326467327124,13.1934245892545,4.84639758138859,11.2290872045709,12.5952118900692,14.7949407310835,2.75268592515094,3.17305504462258,3.30729880851892,1.50546503837314,2.75224210086571
"Philippines",33.8781115943854,9.82099340688261,5.40377035235026,2.0448187891971,12.4558491171248,53.5157040258793,9.17182556830476,3.89045256226914,10.8463048630108,9.86034715177096,17.9779451388055,4.14042468452694,5.4528194460964,4.54755980686069,3.43824763824255,10.2611475517799
"Poland",73.3759761592695,25.4544685466959,12.1710614010007,4.47852734096698,30.2318024486836,139.071428549964,20.5690731096047,8.0406630655935,10.3603593996384,9.84815271720348,18.0413847487795,3.39597404786652,1.50937904219501,1.29729710614303,0.820717126084137,2.32256670142241
"Portugal",98.7986933307366,26.2685632370153,14.3640989141997,5.61249465282207,26.5988787406886,121.754721864154,20.8568880391555,8.50850065218512,10.4035841733418,10.1984756392893,20.0751144856329,4.01187151402493,1.12941006384557,0.985298752731282,0.720827847350994,2.0973554790598
"Qatar",56.0342445341487,23.5892767282655,11.8067530899456,3.99071740839319,33.3218245264157,176.034826583625,24.3510340384107,8.55038202219778,8.31166244444552,8.2542245521013,14.2511642273544,3.0173801207823,19.1532967437937,17.3743122508929,11.1470559163406,29.0297598525422
"Republic_of_Korea",85.0123558965267,8.53475891335071,4.32866163639438,2.05243439733893,12.2030388647232,95.2235014151466,8.88455678304465,5.82385238142227,6.7478412311261,6.93217284278725,19.6933645538941,7.46175401191439,1.32033851392986,1.76894444616264,2.65392306988592,21.4668524150667
"Romania",53.0108504600308,9.52790141396428,7.21450292313707,4.21039318398723,10.536306431899,66.2325003718308,11.5675229810417,7.06332631918391,6.29151549578015,6.42570260990754,17.4264978591022,6.74650342704957,1.51888165872008,1.44282156144682,2.15438811179414,11.907066400641
"Russia",38.2742244081539,7.11619538807931,9.25883832866822,0.422731035078694,11.3149725906285,60.9421067313611,15.0214194867052,1.08776900147761,7.75227102234061,5.87880666298073,25.2435704344371,0.655204347471308,0.319993512999475,0.291343978028556,0.533984249838895,0.596034205050155
"Rwanda",20.8612865785197,3.35287341707699,3.2766658121705,1.64043066186301,4.90460337987074,22.1849961414506,5.26849401486331,3.64478595448069,9.02087199998726,7.03748955029003,23.2893475998117,7.35427292199239,8.05112679045022,5.89802442590615,10.1982975555562,43.7804893981546
"Sao_Tome_and_Principe",44.2448248406639,13.0144556265035,5.28458545407449,1.47922965076706,18.2748041396777,65.2552956435363,8.44974974696706,3.06861882679151,18.5024219035895,13.3384998587362,23.7076102194431,2.65264221741204,7.38775171600657,5.46621294264692,2.88438205427206,4.4939599809458
"Saudi_Arabia",32.8495036262055,9.32155186209878,6.71785640222938,3.3532847736455,13.0044427717714,59.7608058050707,11.8042898111077,6.77132805807974,9.39428684625317,8.56426317326185,18.3786278542072,4.35403563258242,7.38790812158599,6.26164270602731,5.14872168868545,14.5733316303195
"Senegal",27.2506355528206,9.00249780458837,3.35545494795843,1.55164850970226,14.1872088350543,63.0380032665331,7.65750481238461,3.39236280418613,14.9635058332638,12.8695329367786,13.9549079692313,4.69086593892006,10.3599099150617,7.92857825915044,4.0740166019625,14.3774208135178
"Serbia",61.2617274471276,19.7351651829296,11.7215176142649,2.18143689328788,22.8451530732284,121.267207975028,17.7686296251271,3.63323875835808,11.7253951478539,10.6943885606644,16.2161414854799,1.8197961870787,0.916675740244661,0.768111423820279,0.57795949626628,1.07281196265494
"Sierra_Leone",37.3418741203132,12.4466813805254,6.11258143065518,3.76326248298679,16.0499989264498,75.105024699049,10.1003608621733,8.68167585533067,14.8292317661469,12.6173338193213,18.5474815110032,5.16095343519984,8.44005633063934,6.49350556447404,3.45106172610707,10.8777382000492
"Singapore",39.5325593162398,8.60977535890747,8.95420317893431,7.07217679253232,9.33754622745874,59.8565144411094,12.9303168153117,11.9208048132641,5.61983554348534,5.51434293081915,15.6916351278035,7.8207621561969,2.16402060860182,1.98325275279642,3.40485278069258,16.9059934715646
"Slovakia",82.535896780184,15.2539975900918,11.2849880562067,4.95414211441525,19.3283414875452,77.5411746797485,17.09216728309,9.47565298724018,9.28644540959662,7.78195055842997,17.8236681757741,4.39390456003275,1.63866225446938,1.32052833854772,1.38648873382534,4.21730945207594
