Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.2963981628,-117.632003784,1624,-8,A,America/Vancouver,airport,OurAirports
Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,108,-4,A,America/Halifax,airport,OurAirports
Charlo Airport,Charlo,Canada,YCL,CYCL,47.990799,-66.330299,132,-4,A,America/Halifax,airport,OurAirports
Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.8167037964,-115.143997192,74,-7,A,America/Edmonton,airport,OurAirports
Coronation Airport,Coronation,Canada,YCT,CYCT,52.0750007629,-111.444999695,2595,-7,A,America/Edmonton,airport,OurAirports
Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.1528015137,-121.939002991,32,-8,A,America/Vancouver,airport,OurAirports
Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.4860992432,-68.5167007446,87,-5,A,America/Toronto,airport,OurAirports
Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.1932983398,-83.3593978882,210,-5,A,America/Coral_Harbour,airport,OurAirports
Dawson City Airport,Dawson,Canada,YDA,CYDA,64.0430984497,-139.1280059814,1215,-8,A,America/Vancouver,airport,OurAirports
Burwash Airport,Burwash,Canada,YDB,CYDB,61.3711013794,-139.0410003662,2647,-8,A,America/Vancouver,airport,OurAirports
Princeton Airport,Princeton,Canada,YDC,CYDC,49.4681015015,-120.511001587,2298,-8,A,America/Vancouver,airport,OurAirports
Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.2108001709,-57.3913993835,72,-3.5,A,America/St_Johns,airport,OurAirports
Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.4221992493,-130.031997681,2600,-8,A,America/Vancouver,airport,OurAirports
Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.1007995605,-100.0520019531,999,-6,A,America/Winnipeg,airport,OurAirports
Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.7422981262,-120.1829986572,2148,-7,A,America/Dawson_Creek,airport,OurAirports
Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.3097000122,-113.580001831,2373,-7,A,America/Edmonton,airport,OurAirports
Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.0942001343,-94.0708007812,32,-6,A,America/Winnipeg,airport,OurAirports
Estevan Airport,Estevan,Canada,YEN,CYEN,49.2103004456,-102.966003418,1905,-6,N,America/Regina,airport,OurAirports
Edson Airport,Edson,Canada,YET,CYET,53.5788993835,-116.464996338,3043,-7,A,America/Edmonton,airport,OurAirports
Eureka Airport,Eureka,Canada,YEU,CYEU,79.9946975708,-85.814201355,256,-6,A,America/Winnipeg,airport,OurAirports
Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.3041992188,-133.483001709,224,-7,A,America/Edmonton,airport,OurAirports
Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756401062,-68.5558013916,110,-5,A,America/Toronto,airport,OurAirports
Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.8689002991,-66.5372009277,68,-4,A,America/Halifax,airport,OurAirports
Forestville Airport,Forestville,Canada,\N,CYFE,48.7461013794,-69.0971984863,293,-5,A,America/Toronto,airport,OurAirports
Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.6781005859,-101.6819992065,997,-6,A,America/Winnipeg,airport,OurAirports
Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.1808013916,-113.690002441,526,-7,A,America/Edmonton,airport,OurAirports
Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.7602005005,-121.2369995117,555,-7,A,America/Edmonton,airport,OurAirports
Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.2252998352,-76.5969009399,305,-5,A,America/Toronto,airport,OurAirports
La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,53.6253013611,-77.7042007446,639,-5,A,America/Toronto,airport,OurAirports
Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.7752990723,-64.4785995483,112,-5,A,America/Toronto,airport,OurAirports
Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.778301239,-86.9393997192,1144,-5,A,America/Toronto,airport,OurAirports
Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.4247016907,-61.7780990601,35,-5,A,America/Toronto,airport,OurAirports
Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.8166999817,-102.310997009,1175,-6,N,America/Regina,airport,OurAirports
Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.8316993713,-92.7442016602,1354,-6,A,America/Winnipeg,airport,OurAirports
Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.762802124,-117.8059997559,117,-7,A,America/Edmonton,airport,OurAirports
Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.635597229,-95.8497009277,152,-7,A,America/Edmonton,airport,OurAirports
John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.1735992432,-79.9349975586,780,-5,A,America/Toronto,airport,OurAirports
Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.5175018311,-73.4169006348,90,-5,A,America/Toronto,airport,OurAirports
Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.8396987915,-115.782997131,541,-7,A,America/Edmonton,airport,OurAirports
Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.8807983398,-63.5085983276,477,-4,A,America/Halifax,airport,OurAirports
Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.7738990784,-91.6386032104,1408,-5,A,America/Coral_Harbour,airport,OurAirports
Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.6832962036,-77.9666976929,181,-5,A,America/Toronto,airport,OurAirports
St Jean Airport,St. Jean,Canada,YJN,CYJN,45.2943992615,-73.2810974121,136,-5,A,America/Toronto,airport,OurAirports
Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.5442008972,-58.5499992371,84,-3.5,A,America/St_Johns,airport,OurAirports
Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.7022018433,-120.444000244,1133,-8,A,America/Vancouver,airport,OurAirports
Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.4608001709,-80.3786010742,1055,-5,A,America/Toronto,airport,OurAirports
Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.8053016663,-66.8052978516,1709,-5,A,America/Toronto,airport,OurAirports
Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.5175018311,-109.180999756,2277,-6,N,America/Regina,airport,OurAirports
Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.8622016907,-79.3700027466,650,-5,A,America/Toronto,airport,OurAirports
Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.8199996948,-83.3467025757,1470,-5,A,America/Toronto,airport,OurAirports
Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.1253013611,-108.5230026245,1576,-6,N,America/Regina,airport,OurAirports
Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.3092002869,-110.0729980469,2193,-7,A,America/Edmonton,airport,OurAirports
Alert Airport,Alert,Canada,YLT,CYLT,82.5177993774,-62.2806015015,100,-5,A,America/Toronto,airport,OurAirports
Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.9561004639,-119.377998352,1421,-8,A,America/Vancouver,airport,OurAirports
Mayo Airport,Mayo,Canada,YMA,CYMA,63.6164016724,-135.8679962158,1653,-8,A,America/Vancouver,airport,OurAirports
Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.3302993774,-105.5589981079,1892,-6,N,America/Regina,airport,OurAirports
Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.653301239,-111.222000122,1211,-7,A,America/Edmonton,airport,OurAirports
Moosonee Airport,Moosonee,Canada,YMO,CYMO,51.2910995483,-80.6078033447,30,-5,A,America/Toronto,airport,OurAirports
Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.2728004456,-75.9906005859,656,-5,A,America/Toronto,airport,OurAirports
Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.6795005798,-74.0386962891,270,-5,A,America/Toronto,airport,OurAirports
Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.1899986267,-61.7891998291,39,-5,A,America/Toronto,airport,OurAirports
Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.5217018127,-75.5635986328,211,-5,A,America/Toronto,airport,OurAirports
Matagami Airport,Matagami,Canada,YNM,CYNM,49.7616996765,-77.8028030396,918,-5,A,America/Toronto,airport,OurAirports
Old Crow Airport,Old Crow,Canada,YOC,CYOC,67.570602417,-139.8390045166,824,-8,A,America/Vancouver,airport,OurAirports
CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,54.4049987793,-110.2789993286,1775,-7,A,America/Edmonton,airport,OurAirports
High Level Airport,High Level,Canada,YOJ,CYOJ,58.6213989258,-117.1650009155,1110,-7,A,America/Edmonton,airport,OurAirports
Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.3224983215,-75.6691970825,374,-5,A,America/Toronto,airport,OurAirports
Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.2141990662,-105.672996521,1405,-6,N,America/Regina,airport,OurAirports
Peace River Airport,Peace River,Canada,YPE,CYPE,56.2268981934,-117.4469985962,1873,-7,A,America/Edmonton,airport,OurAirports
Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.273817,885,-6,A,America/Winnipeg,airport,OurAirports
Pitt Meadows Airport,Pitt Meadows,Canada,\N,CYPK,49.2160987854,-122.7099990845,11,-8,A,America/Vancouver,airport,OurAirports
Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,51.4463996887,-90.2142028809,1267,-5,A,America/Coral_Harbour,airport,OurAirports
Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.8363990784,-64.2885971069,167,-5,A,America/Toronto,airport,OurAirports
Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.2299995422,-78.3632965088,628,-5,A,America/Toronto,airport,OurAirports
Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.2860984802,-130.445007324,116,-8,A,America/Vancouver,airport,OurAirports
Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.76720047,-111.1169967651,761,-7,A,America/Edmonton,airport,OurAirports
Muskoka Airport,Muskoka,Canada,YQA,CYQA,44.9747009277,-79.3032989502,925,-5,A,America/Toronto,airport,OurAirports
Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,244,-5,A,America/Toronto,airport,OurAirports
Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,52.1822013855,-113.8939971924,2968,-7,A,America/Edmonton,airport,OurAirports
Windsor Airport,Windsor,Canada,YQG,CYQG,42.2756004333,-82.9555969238,622,-5,A,America/Toronto,airport,OurAirports
Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,60.1164016724,-128.8220062256,2255,-8,A,America/Vancouver,airport,OurAirports
Kenora Airport,Kenora,Canada,YQK,CYQK,49.7882995605,-94.3630981445,1332,-6,A,America/Winnipeg,airport,OurAirports
Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.6302986145,-112.800003052,3048,-7,A,America/Edmonton,airport,OurAirports
Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.1122016907,-64.6785964966,232,-4,A,America/Halifax,airport,OurAirports
Comox Airport,Comox,Canada,YQQ,CYQQ,49.7108001709,-124.8870010376,84,-8,A,America/Vancouver,airport,OurAirports
Regina International Airport,Regina,Canada,YQR,CYQR,50.4319000244,-104.6660003662,1894,-6,N,America/Regina,airport,OurAirports
Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.3718986511,-89.3238983154,653,-5,A,America/Toronto,airport,OurAirports
Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.1796989441,-118.885002136,2195,-7,A,America/Edmonton,airport,OurAirports
Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.2647018433,-102.4619979858,1635,-6,N,America/Regina,airport,OurAirports
North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.7691993713,-108.2440032959,1799,-6,N,America/Regina,airport,OurAirports
Gander International Airport,Gander,Canada,YQX,CYQX,48.9369010925,-54.5680999756,496,-3.5,A,America/St_Johns,airport,OurAirports
Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.1613998413,-60.0477981567,203,-4,A,America/Halifax,airport,OurAirports
Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.0261001587,-122.5100021362,1789,-8,A,America/Vancouver,airport,OurAirports
Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.7169036865,-94.9693984985,215,-6,A,America/Winnipeg,airport,OurAirports
Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,47.7644004822,-69.5847015381,427,-5,A,America/Toronto,airport,OurAirports
Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.5200004578,-72.2656021118,586,-5,A,America/Toronto,airport,OurAirports
Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,52.4296989441,-114.903999329,3244,-7,A,America/Edmonton,airport,OurAirports
Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.8114013672,-92.1157989502,94,-6,A,America/Winnipeg,airport,OurAirports
Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.7988967896,1141,-5,A,America/Toronto,airport,OurAirports
Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.4385986328,-71.6913986206,792,-5,A,America/Toronto,airport,OurAirports
Saint John Airport,St. John,Canada,YSJ,CYSJ,45.3161010742,-65.890296936,357,-4,A,America/Halifax,airport,OurAirports
Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.0203018188,-111.9619979858,671,-7,A,America/Edmonton,airport,OurAirports
Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,72.982201,-84.613602,2106,-5,A,America/Toronto,airport,OurAirports
Summerside Airport,Summerside,Canada,YSU,CYSU,46.4406013489,-63.8335990906,56,-4,A,America/Halifax,airport,OurAirports
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,71.9938964844,-125.242996216,282,-7,A,America/Edmonton,airport,OurAirports
Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,64.2300033569,-76.5267028809,164,-5,A,America/Toronto,airport,OurAirports
Thompson Airport,Thompson,Canada,YTH,CYTH,55.8011016846,-97.8641967773,729,-6,A,America/Winnipeg,airport,OurAirports
CFB Trenton,Trenton,Canada,YTR,CYTR,44.1189002991,-77.5280990601,283,-5,A,America/Toronto,airport,OurAirports
Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.5696983337,-81.376701355,967,-5,A,America/Toronto,airport,OurAirports
Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,252,-5,A,America/Toronto,airport,OurAirports
Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,69.4332962036,-133.0260009766,15,-7,A,America/Edmonton,airport,OurAirports
Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.4706001282,-73.7407989502,118,-5,A,America/Toronto,airport,OurAirports
Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.5214004517,-86.2247009277,80,-6,A,America/Winnipeg,airport,OurAirports
Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,68.7761001587,-81.2425,30,-5,A,America/Toronto,airport,OurAirports
Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,48.2061004639,-78.8356018066,988,-5,A,America/Toronto,airport,OurAirports
La Ronge Airport,La Ronge,Canada,YVC,CYVC,55.1514015198,-105.262001038,1242,-6,N,America/Regina,airport,OurAirports
Vermilion Airport,Vermillion,Canada,YVG,CYVG,53.3558006287,-110.823997498,2025,-7,A,America/Edmonton,airport,OurAirports
Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,67.5457992554,-64.0314025879,21,-5,A,America/Toronto,airport,OurAirports
Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,48.0532989502,-77.7827987671,1107,-5,A,America/Toronto,airport,OurAirports
Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,58.0960998535,-68.426902771,129,-5,A,America/Toronto,airport,OurAirports
Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,65.2816009521,-126.797996521,238,-7,A,America/Edmonton,airport,OurAirports
Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.193901062,-123.183998108,14,-8,A,America/Vancouver,airport,OurAirports
Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,CYVT,55.8418998718,-108.417999268,1423,-6,N,America/Regina,airport,OurAirports
Wiarton Airport,Wiarton,Canada,YVV,CYVV,44.7458,-81.107201,729,-5,A,America/Toronto,airport,OurAirports
Petawawa Airport,Petawawa,Canada,YWA,CYWA,45.9522018433,-77.3191986084,427,-5,A,America/Toronto,airport,OurAirports
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.9099998474,-97.2398986816,783,-6,A,America/Winnipeg,airport,OurAirports
Wabush Airport,Wabush,Canada,YWK,CYWK,52.9219017029,-66.864402771,1808,-4,A,America/Halifax,airport,OurAirports
Williams Lake Airport,Williams Lake,Canada,YWL,CYWL,52.1831016541,-122.054000854,3085,-8,A,America/Vancouver,airport,OurAirports
Wrigley Airport,Wrigley,Canada,YWY,CYWY,63.209400177,-123.43699646,489,-7,A,America/Edmonton,airport,OurAirports
Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,CYXC,49.6108016968,-115.7819976807,3082,-7,A,America/Edmonton,airport,OurAirports
Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,CYXD,53.5724983215,-113.521003723,2202,-7,A,America/Edmonton,airport,OurAirports
Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.1707992554,-106.6999969482,1653,-6,N,America/Regina,airport,OurAirports
Medicine Hat Airport,Medicine Hat,Canada,YXH,CYXH,50.018901825,-110.7210006714,2352,-7,A,America/Edmonton,airport,OurAirports
Fort St John Airport,Fort Saint John,Canada,YXJ,CYXJ,56.2380981445,-120.7399978638,2280,-7,A,America/Dawson_Creek,airport,OurAirports
Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,50.113899231,-91.9052963257,1258,-6,A,America/Winnipeg,airport,OurAirports
Pangnirtung Airport,Pangnirtung,Canada,YXP,CYXP,66.1449966431,-65.7136001587,75,-5,A,America/Toronto,airport,OurAirports
Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,CYXR,47.6974006546,-79.8473453522,800,-5,A,America/Toronto,airport,OurAirports
Prince George Airport,Prince George,Canada,YXS,CYXS,53.8894004822,-122.679000854,2267,-8,A,America/Vancouver,airport,OurAirports
Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,CYXT,54.468498,-128.576009,713,-8,A,America/Vancouver,airport,OurAirports
London Airport,London,Canada,YXU,CYXU,43.035599,-81.1539,912,-5,A,America/Toronto,airport,OurAirports
Abbotsford Airport,Abbotsford,Canada,YXX,CYXX,49.0252990723,-122.361000061,195,-8,A,America/Vancouver,airport,OurAirports
Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,CYXY,60.7095985413,-135.067001343,2317,-8,A,America/Vancouver,airport,OurAirports
North Bay Airport,North Bay,Canada,YYB,CYYB,46.3636016846,-79.4227981567,1215,-5,A,America/Toronto,airport,OurAirports
Calgary International Airport,Calgary,Canada,YYC,CYYC,51.113899231,-114.019996643,3557,-7,A,America/Edmonton,airport,OurAirports
Smithers Airport,Smithers,Canada,YYD,CYYD,54.8246994019,-127.1829986572,1712,-8,A,America/Vancouver,airport,OurAirports
Fort Nelson Airport,Fort Nelson,Canada,YYE,CYYE,58.8363990784,-122.597000122,1253,-8,A,America/Vancouver,airport,OurAirports
Penticton Airport,Penticton,Canada,YYF,CYYF,49.4631004333,-119.6019973755,1129,-8,A,America/Vancouver,airport,OurAirports
Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,46.2900009155,-63.1211013794,160,-4,A,America/Halifax,airport,OurAirports
Taloyoak Airport,Spence Bay,Canada,YYH,CYYH,69.5466995239,-93.5766983032,92,-7,A,America/Edmonton,airport,OurAirports
Victoria International Airport,Victoria,Canada,YYJ,CYYJ,48.646900177,-123.426002502,63,-8,A,America/Vancouver,airport,OurAirports
Lynn Lake Airport,Lynn Lake,Canada,YYL,CYYL,56.863899231,-101.0759963989,1170,-6,A,America/Winnipeg,airport,OurAirports
Swift Current Airport,Swift Current,Canada,YYN,CYYN,50.2919006348,-107.691001892,2680,-6,N,America/Regina,airport,OurAirports
Churchill Airport,Churchill,Canada,YYQ,CYYQ,58.739200592,-94.0650024414,94,-6,A,America/Winnipeg,airport,OurAirports
Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,53.3191986084,-60.4258003235,160,-4,A,America/Halifax,airport,OurAirports
St. John's International Airport,St. John's,Canada,YYT,CYYT,47.618598938,-52.7518997192,461,-3.5,A,America/St_Johns,airport,OurAirports
Kapuskasing Airport,Kapuskasing,Canada,YYU,CYYU,49.413898468,-82.4674987793,743,-5,A,America/Toronto,airport,OurAirports
Armstrong Airport,Armstrong,Canada,YYW,CYYW,50.2902984619,-88.9096984863,1058,-5,A,America/Toronto,airport,OurAirports
Mont Joli Airport,Mont Joli,Canada,YYY,CYYY,48.6086006165,-68.2080993652,172,-5,A,America/Toronto,airport,OurAirports
Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.6772003174,-79.6305999756,569,-5,A,America/Toronto,airport,OurAirports
Downsview Airport,Toronto,Canada,YZD,CYZD,43.7425003052,-79.4655990601,652,-5,A,America/Toronto,airport,OurAirports
Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,CYZE,45.8852996826,-82.5678024292,635,-5,A,America/Toronto,airport,OurAirports
Yellowknife Airport,Yellowknife,Canada,YZF,CYZF,62.4627990723,-114.4400024414,675,-7,A,America/Edmonton,airport,OurAirports
Slave Lake Airport,Slave Lake,Canada,YZH,CYZH,55.2930984497,-114.777000427,1912,-7,A,America/Edmonton,airport,OurAirports
Sandspit Airport,Sandspit,Canada,YZP,CYZP,53.2542991638,-131.813995361,21,-8,A,America/Vancouver,airport,OurAirports
Chris Hadfield Airport,Sarnia,Canada,YZR,CYZR,42.9994010925,-82.3088989258,594,-5,A,America/Toronto,airport,OurAirports
Port Hardy Airport,Port Hardy,Canada,YZT,CYZT,50.6805992126,-127.3669967651,71,-8,A,America/Vancouver,airport,OurAirports
Whitecourt Airport,Whitecourt,Canada,YZU,CYZU,54.143901825,-115.7870025635,2567,-7,A,America/Edmonton,airport,OurAirports
