Location,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216
50,0,2408,638,0,0,720,346,0,890,349,24036,0,682,1039,3460,1224,1010,164,0,0,23,0,127,0,0,1639,25539,122364,0,0,9371,0,30866,0,209,0,0,6168,81033,1744,0,0,0,4718,0,0,10179,38216,0,0,0,124,2298,3148,84744,1311,0,0,0,1470,0,1351,89000,658000,0,259,0,4540,856,0,0,0,245946,0,327,0,0,4396,0,28,210,0,0,1573,0,0,43595,34253,18434,0,0,57000,0,12226,428867,851,14486,0,4635,1012,0,0,8764,0,2990,339,3657,42515,14510,1711,0,0,0,0,0,4248,0,0,0,23817,1834,0,23985,0,0,0,3350,0,0,20,0,917,0,12281,0,461,0,3847,0,501,0,10956,1922,0,34150,0,571000,0,7203,0,0,0,0,293,5854,11890,130000,0,0,0,59,16522,35302,648,0,0,0,0,1823,0,1280,0,0,1158,0,38212,0,0,0,26747,956546,1336,0,0,0,0,0,12289,0,7,7196,149683,0,0,0,1018,26543,272388,29,0,0,3389,10996,0,561410,256604,1832,0,0,7480,20400,0,0,0,3982,0
51,0,0,0,0,0,2,0,0,0,0,18,0,3,0,152,4,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,117,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1653,0,0,0,0,5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,6,0,74,0,0,0,35,0,0,0,0,0,0,0,0,0,0,285,2,0,0,0,0,0,23,0,0,0,0,0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,1,0,0,0,0,0,24,72,0,0,0,0,0,0,557,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,4242,0,0
52,0,0,0,0,0,3,5890,0,0,0,101,0,1,137,13,0,5404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,39,0,0,22,927,42,0,0,0,0,0,0,404,0,0,0,0,0,0,41,681,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,510,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,28,0,584,0,0,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,12,0,0,0,1383,0,3,0,0,0,0,1,0,104,0,0,0,0,0,0,0,50,69,0,0,0,0,0,32,0,0,0,0,0,0,0,19,0,0,0,0,0,569,0,0,3101,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,1453,0,0,0,0,0,0,0,0,0,6635,0,0,0,0,0,1814,0,0,0,0
53,0,8,0,0,0,24,1174,0,0,931,115,0,2,547,36,0,298,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4319,0,220,0,0,2876,2818,6991,0,0,0,6077,0,0,5102,0,0,0,0,154,0,2408,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,3021,0,0,0,0,2638,833,0,0,0,235,0,0,0,0,0,760,0,1595,0,0,0,0,0,0,274,0,205,0,0,0,151,0,0,0,0,0,0,344,0,0,0,341,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,3172,0,25,1425,0,1216,0,0,0,0,0,0,19222,0,140,3122,0,159,0,0,0,0,136,259,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,226184,0,0,0,9604,0,945,0,0,0,0
54,0,0,0,0,0,75,0,0,0,2316,513,0,63,544,400,3,100,0,0,0,0,0,1,5598,0,0,32018,0,0,0,0,0,4115,0,70,0,0,23170,5159,93452,0,0,0,4883,0,0,9391,0,0,0,0,0,16686,0,2653,1503,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,12,0,0,2634,0,4,0,0,0,930,0,0,0,549,0,0,0,0,0,3069,0,1865,890,0,0,53,0,0,495,0,89,0,0,0,300,0,0,0,0,0,0,479,0,0,0,167,45,0,0,0,0,0,13,0,0,0,0,8,0,460,0,0,0,0,0,3342,0,190,1164,0,0,0,0,0,24,0,0,50129,0,856,128063,0,586,0,0,0,0,543,1053,0,0,0,0,0,83,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,222,0,0,0,0,0,0,211,0,0,152112,0,0,0,14661,0,0,0,0,0,0
55,0,579,0,0,0,784,0,0,550,0,0,0,541,66,116176,830,8,24,0,0,244,0,1,0,0,0,0,1865,0,0,155,0,9387,0,15,0,0,119,44716,0,0,0,0,0,0,0,324,4351,0,0,0,0,0,56,0,23,0,347,0,2422,0,0,0,0,0,0,0,0,602,0,0,0,13556,0,0,0,0,0,0,0,3,0,0,32,0,0,0,5326,0,0,0,0,0,0,54712,0,3956,0,50791,687,0,0,4162,0,532753,0,0,1354,41657,0,0,0,0,0,0,0,0,0,0,11926,548,0,0,0,0,0,0,0,0,7,0,43,0,16977,0,0,0,135,0,0,0,332,0,0,34304,0,0,0,2499,0,0,66,0,25,88,751,2331,0,0,0,0,5517,9448,316,0,0,0,0,24,0,1853663,0,0,88,0,4079,0,0,0,4862,0,0,0,0,0,0,0,0,0,105,889,14122,0,0,0,79,10240,53180,0,0,0,1725,2534,0,41535,0,0,0,0,289,0,0,0,10263,0,639
56,0,27,0,0,0,5,0,0,0,0,271,0,9,214,21,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770,0,187,0,0,1893,1074,3867,0,0,0,46837,0,0,4952,0,0,0,0,0,3760,1310,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,647568,0,0,0,0,0,167427,0,0,0,309,0,0,0,0,0,966,0,299,0,0,0,16,0,0,569,0,41,0,0,0,31,0,0,0,0,0,0,61,0,0,0,373,14,0,0,0,0,0,12,0,0,0,0,2,0,175,0,0,0,0,0,0,0,52,123501,0,0,0,0,0,8,0,0,20359,0,258,2822,0,129,0,0,0,0,70,120,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,248,0,0,0,0,0,0,0,0,0,136494,0,0,0,678,0,0,0,0,0,0
57,0,0,0,0,0,129,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1740,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,0,26,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,12,0,0,0,24,0,0,0,0,0,0,2,0,0,0,0,2,0,1321,0,0,0,0,0,0,0,22,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,138,535,0,0,0,0,0,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,146,0,0,0,0,35,0,1,1,2429,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,264,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2986,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,75,0,0,0,0,373,0,0,0,10,0,985,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,101,0,0,0,0,0,0,0,75,0,0,0,0,0,0,31,0,0,0,0,1,0,0,19,0,0,0,0,47,50,407,0,0,0,0,0,0,5754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0
59,0,1073,0,0,0,33,0,0,250,0,1868,0,794,31,250,11,104,1166,0,0,0,0,54,0,0,0,0,0,0,0,0,0,2024,0,1,0,0,236,0,67,0,0,0,0,0,0,855,1884,0,0,0,0,0,150,50112,0,0,0,0,0,0,0,522000,0,0,0,0,90,2482,0,0,0,26018,0,1,0,0,255,0,0,0,0,0,0,0,0,0,4205,405,0,0,0,0,2620,0,0,0,0,0,511,0,0,740,0,103,0,0,1384561,162,0,0,0,0,0,0,39,0,0,0,0,287,0,1010,0,0,0,562,0,0,40,0,42,0,802,0,0,0,82,0,0,0,567,72,0,0,0,0,0,47,0,0,0,0,4,0,0,185000,0,0,0,0,6179,662917,19,0,0,0,0,4797,0,13,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,19,194,0,0,0,0,49,0,33325,2,0,0,0,21094,0,0,11687,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,258,0,0,70,0,264,0,30,8,11595,83,7,4,0,0,126,0,0,0,0,211,0,38,0,0,0,0,1265,0,1,0,0,0,11292,45,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4911,0,0,38,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,18,0,0,0,6,0,0,0,3306,0,0,0,0,0,3128,0,0,0,0,1454,14,0,0,464,0,17039,0,0,0,15198,0,0,0,0,0,0,81,0,0,0,1231,39,0,0,0,0,0,121,0,0,0,0,6,0,370,0,0,0,0,0,0,0,23,11,0,77827,0,0,0,330,0,0,0,0,1,0,0,119,0,0,0,0,45,395,933,0,0,0,0,0,0,4158,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734,0,0,0,0,4,0,0,0,0,0,8319,168,0,0,8713,0,0,0,0,0,0,0,4624,0,0
61,0,0,0,0,0,0,0,0,0,0,96,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,29732,0,1,9,43,6,11,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1607,0,0,0,0,0,2265,7,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,96,0,0,2,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2129,0,0,0,0,0,140,0,0,0,0,193,0,0,0,3678,0,1241,0,0,0,98,0,0,0,0,0,0,203,0,0,0,1627,16,0,0,91,0,0,28,0,0,0,0,18,0,0,0,0,0,74,0,0,0,22512,2,0,0,0,0,0,63,0,0,0,0,1,0,0,17,0,0,0,0,5,19,46,0,0,0,2439,0,0,40,0,0,0,0,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,2099,6,0,0,0,0,324,0,0,0,0,5133,0,0,0,0,0,0,0,0,0,0
63,0,3146,277,0,0,151,0,0,590,996,11336,0,973,725,1850,458,318,962,0,0,6,0,191,0,0,312,17826,77021,0,0,6833,0,17400,0,81,0,0,3360,70577,1099,0,0,0,1934,0,0,5779,32333,0,0,0,0,2768,1038,63763,176,0,0,0,1062,0,570,0,278000,0,301,0,5844,774,0,0,0,147746,0,80,0,0,1114,0,6,0,0,0,569,0,0,10858,29223,9819,0,0,0,0,12268,257948,404,20025,0,5160,1237,0,0,9625,0,1308,245,2729,198102,1352,0,0,0,0,0,0,4256,0,0,0,23112,865,0,12632,0,0,0,4792,0,0,56,0,832,0,10727,0,0,0,1567,0,1306,0,3700,587,0,38208,0,260000,0,718,0,0,0,0,123,2510,2954,80000,0,0,0,0,10110,1000238,307,0,0,0,0,4472,0,836,0,0,557,0,16361,0,0,0,9909,509103,489,0,0,0,0,0,0,0,35,3493,155143,0,0,0,234,21691,98478,12,0,0,585,8298,0,179054,118448,2366,0,0,4342,0,0,0,0,0,0
64,0,18369,170538,0,402299,26649,1710,0,23500,0,85650,0,3833,14423,38009,3102,2875,1257,0,3258,15846,954,1402,26331,0,7432,214440,148417,0,0,97517,59559,420895,0,623,6975,0,62984,429967,27381,10509,0,2793,34622,0,0,90731,36099,0,0,0,3783,279408,18876,586861,2063,0,270,0,8965,0,4507,120000,0,62016,42374,0,833,6186,0,0,0,910021,0,1063,0,0,21539,0,4488,2984,0,14653,5103,168600,231000,27313,207802,129446,0,0,412000,0,257168,4820493,3916,147580,0,46501,7058,0,71,59789,0,14345,3308,39077,40312,91071,659,0,18946,0,0,0,40502,0,210000,0,86030,48100,0,81152,0,371073,0,260054,208284,0,174,0,6688,48,1707055,0,8217,14604,22402,0,1041,45890,21125,5009,14667,129668,0,127000,0,10944,0,0,15775,515,3038,63920,22891,240000,0,0,0,311000,183361,201205,4165,0,4271,1505,0,73404,593,107584,212296,0,31386,0,138940,0,0,0,127956,8149265,10703,0,3976,16619,0,0,40487,24164,1674,19598,398407,0,0,0,2277,1395255,826790,682,0,12,3958,50403,0,3636332,1243942,15430,0,0,23026,182100,5933,0,5123,9264,15134
65,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,15275,0,0,0,0,0,195,0,0,0,0,0,0,26,0,0,0,0,0,0,5,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,5754,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5181,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,437,0,0,0,0,39,0,28,10,27,0,0,0,0,0,10287,0,0,0,0,0,0,0,0,0,0,0,538,0,1,912,0,0,1018,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,290,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,26,18,0,0,2,0,0,0,120,0,0,0,0,0,85,0,0,0,0,0,0,0,0,92,0,7,0,0,0,815,0,0,0,0,0,0,28,0,0,0,401,0,0,0,0,0,0,62,0,0,0,0,0,0,3651,0,0,0,0,0,0,0,0,0,0,25982,0,0,0,6,0,0,0,0,0,0,0,32,0,0,0,0,36,124,127,0,0,0,0,0,170,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1762,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,597,0,0,0,0,25,0,6,2,54,4,10,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,70,0,1,0,0,0,1681,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,314,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,237,1298,0,0,0,0,0,0,105,0,0,0,0,0,23,0,0,0,0,0,0,0,0,18,0,33,0,0,0,225,0,0,0,0,0,0,188,0,0,0,204,1,0,0,0,0,0,22,0,0,0,0,0,0,898,0,0,0,0,0,0,0,0,7,0,37956,0,0,0,25,0,0,0,0,0,0,0,57,0,0,0,0,17,31,140,0,0,0,0,0,0,32,109681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1381,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,50,0,0,0,0,4017,0,607875,24,288,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,54,6308,32,0,0,0,0,0,0,0,95,0,0,0,0,0,14,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,138,0,0,0,0,0,0,0,0,0,669,1436,0,0,0,0,6015,0,0,0,0,0,7964,0,0,778,0,3659,698,0,5241,147,0,0,0,0,0,0,138,0,0,0,0,57,0,0,0,0,0,16,0,0,21,0,65,0,0,0,0,0,0,0,0,0,24,55,0,0,0,0,0,72,0,0,0,0,1,0,0,4322,0,0,0,0,4520,46362,0,0,0,0,0,71,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,0,91,0,0,0,0,0,2,0,822689,0,0,0,0,53544,0,0,2992,0,0,0,0,0,0,0,0,0,0
70,0,38428,10961,0,0,2551,3597,0,18780,5125,160717,0,8740,10526,54312,4890,6111,3027,0,4161,2718,1293,1717,22575,0,17258,254264,759660,0,0,59903,18039,319895,0,991,433,0,75579,528858,22133,66,0,1266,44705,0,0,100964,132058,0,0,0,879,206940,24227,1202509,4128,0,742,0,12643,0,6983,376000,11645000,0,4511,0,5289,13267,0,0,0,2469151,0,3183,0,0,19630,0,603,145,0,0,9067,170800,2087000,48976,204344,142767,0,0,456000,0,137722,9803190,18962,126207,0,39555,85364,0,40,91555,0,14579,10010,25191,261778,53851,3349,0,17038,0,0,0,29088,0,11250,0,111525,69240,0,150793,35,2515,0,61484,158050,0,502,0,8027,32,179037,0,8947,81543,18552,0,7484,717,62300,7489,769,126488,0,603000,0,22414,621,0,12024,1408,10467,52173,55303,34630000,0,0,0,6795,521675,636347,5944,0,1823,861,1185,126049,0,80192,8993,0,21222,0,197412,0,0,0,238306,10062629,30154,0,433,19111,0,0,53301,40309,1012,27100,542726,466,0,771,4876,521513,4282477,1338,0,18,8083,231632,0,2899571,1782299,16499,0,0,37719,102800,4208,0,5477,12099,14929
71,0,0,0,0,0,217,0,0,0,0,431,0,13,33,316,28,168,17,0,0,4196,0,0,0,0,275,0,98,0,0,132,0,2079,0,6,0,0,23,17160,25,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6161,0,0,0,0,3728,0,0,0,0,0,0,0,0,27,0,0,0,0,0,15,0,0,0,0,373,49,0,0,3,0,0,0,1269,0,0,0,0,0,810,0,0,859,0,0,39,0,0,1891,0,4681,0,0,0,2910,103,0,0,0,0,0,674,0,0,0,1031,17,0,0,0,0,0,218,0,0,0,0,40,0,784,0,0,0,0,0,0,0,163,13,0,43420,0,0,0,94,0,0,0,0,5,0,0,378,0,0,0,0,124,744,733,0,0,0,0,0,0,18870,0,0,52,0,0,0,0,0,13232,0,0,0,0,0,0,0,0,0,0,1186,0,0,0,0,190,0,0,0,0,0,0,231,0,0,18507,0,0,0,0,0,0,0,0,0,1619
72,0,0,0,0,0,0,0,0,0,0,98,0,0,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25721,2058,0,0,0,0,0,0,0,0,0,0
73,0,85505,584,0,0,121,90,0,9940,0,6944,0,680,444,6462,110,135,41,0,0,100,0,45,0,0,192,10368,881458,0,0,1441,0,13681,0,60,0,0,1890,34445,893,0,0,0,0,0,0,7533,133015,0,0,0,6,868,535,62291,172,0,0,0,990,0,0,21000,270000,0,0,0,8,12914,0,0,0,0,0,27,0,0,502,0,16,10,0,0,206,0,0,0,6672,0,0,0,0,0,28822,428961,390,4494,0,5970,1143,0,0,7080,0,1869,0,569,5241,6071,0,0,0,0,0,0,1727,0,0,0,3396,4926,0,8496,0,0,0,2343,0,0,86,0,93,0,7473,0,0,0,1346,0,0,0,721,151,0,4258,0,0,0,703,0,0,1463,0,351,0,1914,30000,0,0,0,58,117901,39704,0,0,0,0,0,10282,0,13141,0,0,679,0,9514,0,0,0,9248,82753,0,0,0,0,0,0,7195,1358,22,614,0,0,0,0,73,12085,504328,4,0,0,0,18156,0,203657,63760,1471,0,0,615,0,0,0,191,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,898,0,0,0,43,0,6,100,1,0,5586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,0,37,0,0,11,0,33,0,0,0,0,0,0,119,0,0,0,0,312,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,17,0,1010,0,0,0,0,0,0,17,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,0,0,0,0,0,30,0,0,0,0,0,0,0,8,0,0,0,0,0,36,0,0,2131,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9162,0,0,0,0,0,0,0,0,0,8673,0,0,0,655,0,564,0,0,0,0
76,0,0,0,0,0,0,1149,0,0,0,34,0,0,0,0,0,1027,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,3672,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,14029,5157,17,0,0,0,0,0,0,0,0,0,0,14362,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,54372,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,9750,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,2258,0,0,0,0,0,40364,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,17,0,0,40,0,282,0,5,228,64,0,161,0,0,11674,0,0,0,0,0,0,6294,0,0,0,0,0,5863,0,12,0,0,2392,1924,7020,0,0,0,40840,0,0,5042,0,0,0,0,0,5149,1780,660,537578,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127484,0,0,0,515,0,0,0,0,0,971,0,284,0,0,0,3,0,0,623,0,11,0,0,0,69,0,0,0,0,0,0,175,0,0,0,443,13,0,0,0,0,0,8,43881,0,0,0,1,0,188,0,0,0,0,0,0,0,66,68819,0,0,0,0,0,27,0,0,27629,0,220,3033,0,288,0,0,0,0,158,453,20,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,356,0,0,2,0,0,0,0,0,0,188177,0,0,0,1221,0,0,0,0,0,0
