Location,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216
167,0,0,0,0,0,0,1444,0,0,0,14,0,0,88,5,0,11432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3839,0,40,0,0,26,0,49,0,0,0,0,0,0,117,0,0,0,0,501,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2146,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,841,0,0,0,0,0,0,85,0,0,0,0,0,34,0,0,0,0,0,0,7,0,0,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,4555,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8064,0,0,0,0,0,0,0,0,0,6043,0,0,0,0,0,1992,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,593,0,0,0,0,0,0,0,116,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,43,0,1,18,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,29,0,17,0,0,0,0,0,0,132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,10,0,3,0,0,0,20,0,0,0,0,0,0,12,0,0,0,187,0,0,0,0,0,0,20,0,0,1,0,0,0,73,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,4,0,0,109,0,0,0,0,252,108,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,3043,0,0,0,0,3,0,40,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
171,0,107,0,0,0,8,0,0,50,0,10883,0,416,156,4366574,1437,61,19,0,0,120,0,2,0,0,0,715,244,0,0,52,0,16710,0,50,0,0,10,13649,27,0,0,0,0,0,0,66,2978,0,0,0,0,0,25,402287,0,0,553,0,7160,0,0,0,0,0,0,0,0,39,0,0,0,0,0,5,0,0,0,0,24,0,0,0,0,0,0,0,16983,42647,0,1075,0,0,7,26049,28,0,0,606711,290,0,0,2664,0,1425049,194,0,0,101749,0,0,0,0,0,0,1418,0,0,0,74632,2747,0,0,0,0,0,1283,0,0,0,0,63,0,42924,0,0,0,356,0,0,0,3923,3,0,4003,0,0,0,4550,0,0,0,0,5,0,17515,1019,0,0,0,0,565,935,40,0,0,0,0,28,0,0,0,0,410,0,6919,0,0,0,5539,0,0,0,0,0,0,0,403140,0,3,288,16489,0,0,0,31,7193,55033,1,0,0,0,713,0,93914,48590,0,0,0,0,0,0,0,176305,0,92
172,0,0,0,0,0,240,0,0,0,0,63,0,28,8,128,24,0,0,0,0,4111,0,0,0,0,0,0,0,0,0,0,0,1855,0,1,1127,0,0,4811,27,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,2171,2798,0,0,0,0,0,0,919,0,0,0,0,0,119,0,0,0,0,243,8,0,0,181,0,371,0,0,0,1695,0,0,0,0,0,0,467,0,0,0,3438,12,0,0,0,0,0,120,0,0,3,0,4,0,23581,0,0,0,0,0,0,0,25,7,0,121347,0,0,0,39,0,0,0,0,11,0,0,199,0,0,0,0,175,173,768,0,0,0,0,0,0,1862,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6623,0,0,0,0,0,0,0,0,0,0
173,0,59557,0,0,0,110,0,0,668,0,2092,0,0,76,369,14,0,65,0,0,0,0,0,0,0,0,0,461744,0,0,0,0,5416,0,15,0,0,282,13376,27,0,0,0,0,0,0,1189,3322,0,0,0,0,0,148,23569,13,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,632010,0,6,0,0,34,0,86,0,0,0,0,0,201472,0,274,0,0,0,0,0,2397,48842,0,0,0,2898,44,0,0,2068,0,1382,0,0,0,888,0,0,0,0,0,0,0,0,0,0,247,10,0,0,0,0,0,218,0,0,11,0,36,0,726,0,0,0,0,0,0,0,120,0,0,949,0,0,0,126,0,0,0,0,7,0,212,16542,0,0,0,0,169100,55332,138,0,0,0,0,8672,0,241,0,0,129,0,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,77,195,0,0,0,0,17,24129,171950,0,0,0,73,5203,0,58313,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,1,0,0,0,0,458,0,0,8,490,0,5,0,0,0,18,0,0,0,0,41,0,0,0,0,0,0,91,0,1,0,0,0,1157,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,0,0,0,0,0,39,0,0,0,0,0,0,0,0,60,0,40,0,0,0,28,0,0,0,0,0,0,206,0,67,0,1428,48,0,0,0,0,0,10604,0,0,0,0,0,0,130,0,0,0,0,0,0,0,68,0,0,0,0,0,0,24,0,0,0,0,0,0,0,21,0,0,0,355,0,153,28,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,2480,0,0,0,0,0,0,0,0,0,0,1234,0,0,0,0,7,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,280
175,0,0,0,0,0,111,0,0,0,0,33,0,4,10,48,4,10,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,111,0,1,0,0,0,1165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,497,0,0,0,0,0,0,416,0,0,0,0,0,56,0,0,0,0,0,0,0,0,19,0,123,0,0,0,1033,0,0,0,0,0,0,101,0,0,0,235,1,0,0,0,0,0,17,0,0,0,0,15,0,350,0,0,0,0,0,0,0,19,1,0,34793,0,0,0,35,0,0,0,0,1,0,0,50,0,0,0,0,32,179,270,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1517,0,0,0,0,0,0,0,0,0,0
176,0,175,0,0,0,125,0,0,0,0,270900,0,254,251,4226,3765,126,7,0,0,33,0,667,0,0,450,0,0,0,0,40945,0,24904,0,59,0,0,646,875826,190,0,0,0,0,0,0,155,0,0,0,0,0,0,199,7224,0,0,1,0,0,0,0,3000,0,0,202,0,0,68,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,479500,0,0,97851,1197267,0,0,0,0,8574,31156,118,167894,0,3841,561,0,0,95960,0,1535,0,4866,0,392,0,0,0,0,0,0,263717,0,0,0,11003492,4956,0,0,0,0,0,1758,0,0,0,0,932,0,1299,0,8599,0,4120,0,0,0,28836,26,0,24520,0,0,0,3243,0,0,0,833,8,1014,100177,4072,0,0,0,99,683,12486,0,0,0,0,0,37,0,4951,0,0,523,0,0,0,0,0,7486,0,5702,0,0,0,0,0,0,205449,0,347,570047,1091,0,0,99,0,18234,1,0,0,0,419,0,118475,141474,0,0,0,0,158500,0,0,0,0,556
177,0,2348,0,0,0,43,0,0,519,0,2150,0,405,128,577,48,141,125,0,0,0,0,55,0,0,0,0,161621,0,0,762,0,6228,0,0,0,0,955,5386,287,0,0,0,0,0,0,4357,5048,0,0,0,0,0,41,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,520,0,0,0,63096,0,0,0,0,332,0,6,0,0,0,0,0,657000,0,2833,0,0,0,0,0,8872,382223,0,2285,0,2035,751,0,0,1623,0,606,0,0,8454,841,0,0,0,0,0,0,0,0,0,0,2660,1916,0,2163,0,0,0,1308,0,0,54,0,202,0,2869,0,0,0,519,0,0,0,792,0,0,0,0,0,0,197,0,0,0,0,46,0,0,3740000,0,0,0,0,148444,20195,0,0,0,0,0,3290,0,145,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,263,0,0,0,0,30,43333,66628,22,0,0,0,644918,0,0,19297,0,0,0,0,0,0,0,0,0,0
178,0,7513,0,0,0,56,0,0,550,0,2494,0,247,89,109,4,150,156,0,0,1,0,63,0,0,0,0,20055,0,0,891,0,3611,0,21,0,0,987,0,498,0,0,0,0,0,0,2749,1541,0,0,0,0,0,269,25358,4,0,0,0,0,0,0,3000,0,0,0,0,0,284,0,0,0,75185,0,0,0,0,364,0,0,0,0,0,0,0,16000,0,1849,0,0,0,0,0,2791,208134,0,0,0,2020,507,0,0,1103,0,173,0,0,2480,197,0,0,0,0,0,0,0,0,0,0,47,1372,0,2307,0,0,0,1337,0,0,20,0,167,0,2762,0,0,0,0,0,0,0,603,117,0,271,0,0,0,121,0,0,0,0,26,0,0,20000,0,0,0,0,36612,13336,142,0,0,0,0,7649,0,41904,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,40,0,33167,40,0,0,0,7570,0,16678,20637,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,5,0,0,0,0,60,0,2,0,1613,50,0,7,0,0,397,0,1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,4,489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805,0,0,152,0,6275,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,17,0,0,0,0,532,0,0,0,7,0,2647,0,0,0,245,0,0,0,0,0,0,38,0,0,0,1782,1,0,0,0,0,0,8,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,554,0,0,0,470,0,0,0,0,0,0,0,18,0,0,0,0,7,86,107,0,0,0,0,0,0,1789,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,0,0,0,0,0,0,0,0,0,0,0,156,0,0,55,0,0,0,0,0,0,0,3001,0,0
180,0,128,0,0,0,15476,0,0,0,0,68460,0,453,1213,23768,709,501,11,0,0,1850,0,65,0,0,595113,29429,0,0,0,2180,0,23774,0,397,386,0,3793,54251,1060,409,0,0,0,0,0,0,6249,0,0,0,0,0,621,35414,46,0,159,0,6402,0,0,0,0,0,0,0,0,130,0,0,0,35689,0,141,0,0,0,0,261,51,0,0,142,33900,0,0,42337,14958,0,0,0,0,22574,80504,0,5610,0,9435,1103,0,0,6910,0,4764,0,0,1180,1774,246014,0,0,0,0,0,4551,0,10750,0,25437,3732,0,0,0,0,0,84448,0,0,1,0,257,0,3701,675745,0,243038,0,0,0,0,25346,251,0,19261,0,0,0,6020,0,0,340,0,175,2666,2540,4671,0,0,0,1847,1740,11428,5934,0,0,0,0,176,0,23979,0,0,8219,0,41375,0,0,0,0,0,0,0,0,781173,0,0,0,4904,26,28721,48566,0,0,0,366,0,17003,0,0,0,13940,1184,0,273595,93692,0,0,0,452,0,0,0,402,95415,936727
181,0,2870,20000,0,1555475,2593,604,0,1590,2030,26243,0,697,2122,6398,1105,1167,372,0,1627,2024,0,803,18385,0,4469,202624,40869,0,0,18344,0,67811,0,324,0,0,61551,112224,62176,0,0,0,54029,0,0,121166,3641,0,0,0,103,239638,49937,156236,8543,0,0,0,0,0,1071,116000,5640000,0,5960,0,5681,1322,0,0,0,219917,0,194,0,0,24806,0,382,1458,0,0,11217,0,0,10542,62535,30278,0,0,243000,0,61232,2286773,15510,40852,0,39762,1944,0,0,10623,0,2762,1580,3117,18499,9987,0,0,5469,0,0,0,7510,0,375,0,17365,8217,0,49497,0,0,0,12001,284512,0,45,0,0,4,595279,0,2588,6159,13851,0,1028,0,9502,9830,0,43668,0,77000,0,2576,0,0,22242,0,7751,84906,12946,110000,0,0,0,1466,70969,126646,1507,0,363,245,0,2848,107,16965,14548,0,2495,0,29052,0,0,0,33883,0,2251,0,0,0,0,0,18625,5414,78,8470,80369,0,0,0,745,104782,239520,54,0,0,0,14135,0,1974004,658333,32332,0,0,66649,24600,902,0,369,0,4002
182,0,0,0,0,0,45,0,0,0,0,13309,0,102,31,27399,3799,35,15,0,0,0,0,26,0,0,180,0,0,0,0,731,0,5331,0,9,0,0,107,24360,34,0,0,0,0,0,0,541,0,0,0,0,0,0,35,5243,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,218805,6774,0,7,0,0,2086,0,0,9535,0,15325,98,0,0,13959,0,90896,0,0,469,8903,0,0,0,0,0,0,985,0,0,0,42774,9752,0,0,0,0,0,401,0,0,0,0,81,0,967,0,0,0,37817,0,0,0,1367,26,0,2307,0,0,0,3943,0,0,0,0,10,0,3756,652,0,0,0,0,451,1602,326,0,0,0,0,0,0,31381,0,0,302,0,85223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,38993,0,0,0,73,0,0,0,0,0,0,196,0,0,11552,0,0,0,0,0,0,0,0,0,0
183,0,22,0,0,0,81,0,0,0,0,200,0,63,1,39522,124,5,1,0,0,400,0,0,0,0,50,0,123,0,0,38,0,432,0,1,154,0,0,9052,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,159124,0,0,3570,0,9792,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3473,0,0,0,0,0,9,0,0,0,0,18330,31,0,0,903,0,8318,0,0,0,3163,0,0,0,0,0,0,299,0,0,0,10693,78,0,0,0,0,0,52,0,0,1,0,11,0,1631,0,0,0,0,0,0,0,102,1,0,132130,0,0,0,1684,0,0,0,0,2,0,0,113,0,0,0,0,416,966,724,0,0,0,0,0,0,398607,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,21989,0,0,719,0,0,0,0,8,1058,6466,0,0,0,16169,453,0,0,1395,0,0,0,0,0,0,0,2275,0,0
184,0,0,0,0,0,0,185,0,0,2376,36,0,1,96,1,0,559,0,0,0,0,0,0,0,0,0,4699,0,0,0,0,0,339,0,6,0,0,47,2287,285,0,0,0,0,0,0,114,0,0,0,0,38,0,54,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72,0,0,0,0,0,0,0,0,7,0,0,0,512,0,0,0,0,0,17,278,469,0,0,0,0,0,0,41,0,9,0,0,0,49,0,0,0,0,0,0,185,0,0,0,779,1,0,0,0,0,0,9,0,0,0,0,0,0,77,0,0,0,0,0,6220,0,24,9,0,0,0,0,0,25,0,0,0,0,60,0,0,15,0,0,0,0,9,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3370,0,0,0,0,0,0,0,0,0,7022,0,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,120,0,0,0,0,99,0,1,17,2,59,3,0,0,0,12,0,1,0,0,4311,0,0,0,0,0,0,104,0,41,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,314,0,0,0,0,0,52,0,0,0,0,0,0,0,0,42,0,105,0,0,0,0,1233,0,0,0,0,0,9,0,0,0,1115,5,0,0,0,0,0,186,0,0,0,0,22,0,271,157703,0,0,0,0,0,0,47,0,0,0,0,0,0,94,0,0,0,0,1,0,0,13,0,0,0,0,0,46,150,0,0,0,0,0,0,26,0,0,29,0,0,0,0,0,1088033,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,30,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,6300
186,0,6920,1293,0,0,747,830,0,890,2810,34352,0,1385,1762,4731,3363,1519,594,0,1130,875,329,177,3685,0,1316,43594,118913,0,0,19675,13760,34947,0,318,0,0,13748,137686,4378,0,0,0,8726,0,0,6720,124948,0,0,0,304,5702,3868,153427,1379,0,0,0,5761,0,2033,765000,732000,0,528,0,8370,1721,0,0,0,382922,0,442,0,0,4392,0,78,125,0,0,2261,0,0,32507,58961,21806,0,0,80000,0,16806,465579,1803,30129,0,11062,1184,0,0,12423,0,6298,832,6827,323456,21624,382,0,0,0,0,0,7168,0,0,0,48649,3542,0,32409,0,0,0,8305,0,0,65,0,1894,11,26787,0,561,0,2306,0,2094,0,12330,2122,0,24269,0,1130000,0,3841,0,0,0,0,575,9931,13855,210000,0,0,0,0,24381,59629,2049,0,579,460,0,4864,0,41471,0,0,952,0,40001,0,0,0,44050,1175260,3745,0,0,2918,0,0,21807,6463,168,10816,392274,0,0,0,1495,48689,399990,74,0,0,4575,16992,0,742502,397017,4387,0,0,11006,29100,667,0,0,3301,0
187,0,15660,3694,0,0,501,1021,0,1590,823,40028,0,1022,4169,5270,950,1410,480,0,713,9166,545,597,7811,0,3969,61169,28761,0,0,14458,16296,97435,0,542,372,0,19484,63412,7731,0,0,0,12958,0,0,17140,38560,0,0,0,284,33860,8540,175090,1145,0,156,0,2895,0,1771,71000,5065000,0,2240,0,517,1535,0,0,0,339808,0,663,0,0,5407,0,189,0,0,0,2795,36800,159000,7444,42107,34024,0,0,58000,0,27356,2537807,2100,24364,0,8221,1964,0,3,9614,0,2383,1737,6526,11867,8468,0,0,2402,0,0,0,6288,0,7500,0,26489,26983,0,21994,0,2963,0,16037,30334,0,22,0,2377,18,62290,0,2482,10845,5186,0,1280,359,14533,2511,0,1471,0,39000,0,2406,187,0,5286,0,1697,17752,18185,65000,0,0,0,3496,26103,48591,1390,0,395,385,0,45863,0,4867,0,0,5268,0,56013,0,0,0,36607,1286725,5261,0,0,2518,0,0,5657,6296,158,7358,143065,0,0,0,834,105728,245198,102,0,0,1986,13878,0,702421,341955,4388,0,0,6753,19700,0,0,563,0,2421
188,0,147,0,0,0,154,0,0,20210,0,860,0,375,9,68964,214,6,103,0,0,21,0,0,0,0,0,0,9286,0,0,0,0,2045,0,1,0,0,44,16879,39,0,0,0,0,0,0,355,1392,0,0,0,0,0,26,112450,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,0,0,0,0,28,0,0,0,0,6,0,0,0,4,0,0,0,2883,0,0,0,0,0,90,0,0,0,0,304707,318,0,0,1706,0,304605,0,0,0,0,0,0,0,0,0,0,743,0,0,0,4838,189,0,0,0,0,0,70,0,0,4,0,82,0,5309,0,0,0,0,0,0,0,51,0,0,1906,0,0,0,570,0,0,0,0,8,0,0,1207,0,0,0,0,13858,14454,18,0,0,0,0,244,0,708034,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,123,0,0,0,0,65,3960,397122,1,0,0,0,6084,0,0,4643,0,0,0,3967,0,0,0,8436,0,0
189,0,0,0,0,0,58,0,0,155,0,77646,0,78,171,0,2259,54,78,0,0,0,0,114,0,0,120,0,0,0,0,83000,0,61545,0,16,0,0,1156,4385591,1185,0,0,0,2673,0,0,469,0,0,0,0,38,564,588,18331,309,0,0,0,0,0,977,6000,0,0,195,0,74,55,0,0,0,0,0,0,0,22605,4114,0,22,0,0,0,62,649400,0,0,28939,218146,0,0,0,0,3657,17178,118,1390228,0,2526,319,0,0,320244,0,98,0,2665,0,427,1310,0,0,0,0,0,1316046,0,0,0,190979,2233,0,0,423,0,0,823,0,0,14,0,1404,0,456,0,11472,0,0,0,0,0,19249,867,0,47434,284,0,0,790,19981,0,2287,0,461,2406,118782,5214,0,0,0,0,927,9585,13,0,0,0,0,181,0,0,0,0,67,0,176743,0,0,0,10854,0,1988,0,0,1408,0,0,0,0,2,177,393176,0,0,0,64,0,0,0,0,0,0,544,0,27821,294893,0,0,0,370,303200,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,78,0,703,8,89,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,1,22123,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,861,2521,0,0,0,0,180,0,0,0,0,0,394125,0,0,564,0,106,296761,0,0,63,0,0,0,0,0,0,242,0,0,0,321,14,0,0,0,0,0,7,0,0,4,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,581,0,0,0,0,21,900682,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810,0,0,3,0,0,0,0,2,0,35791,0,0,0,0,19875,0,0,1449,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,191,0,0,0,0,0,0,9,15,332,25,19,0,0,0,715,0,0,0,0,1976,0,0,0,0,0,0,1675,0,2,0,0,0,10898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1719,0,0,19,0,4387,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14872,0,0,0,0,0,0,0,0,0,0,0,5,0,0,930,0,202,0,0,0,248,1038,0,0,0,0,0,0,0,0,0,5069,35,0,0,0,0,0,0,0,0,0,0,6,0,122,0,0,0,0,0,0,0,186,0,0,16899,0,0,0,640,0,0,0,0,5,0,0,153,0,0,0,0,43,355,44166,0,0,0,0,0,0,279,0,0,191,0,0,0,0,0,15682,0,0,0,0,3575,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,45276,0,0,0,0,0,0,0,0,0,0,0,857,106284,10236
192,0,171,0,0,0,121,0,0,80,0,79539,0,309,118,11862,3484,48,3,0,0,18,0,627,0,0,0,0,0,0,0,109020,0,13248,0,11,0,0,356,554275,86,0,0,0,0,0,0,196,0,0,0,0,0,0,61,18494,0,0,0,0,0,0,0,6000,0,0,111,0,0,45,0,0,0,0,0,0,0,226,0,0,6,0,0,0,13,298600,0,0,58065,66012,0,0,0,0,2756,14189,0,191881,0,2082,972,0,0,160687,0,8852,0,891448,0,184,0,0,0,0,0,0,252226,0,0,0,1493789,3952,0,0,0,0,0,237,0,0,0,0,418,0,1967,0,27311,0,18689,0,0,0,18356,138,0,17992,82,0,0,2618,0,0,0,0,19,937,31499,2425,0,0,0,0,2308,16150,31,0,0,0,0,22,0,50845,0,0,142,0,299311,0,0,0,7126,0,3510,0,0,0,0,0,0,84586,1,528,0,0,0,0,36,0,9775,1,0,0,0,348,0,50311,76820,0,0,0,0,182400,0,0,433,0,0
193,0,0,0,0,0,4,0,0,0,0,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,19,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,50,0,0,0,0,16,0,3,2,16,0,0,8,0,0,6667,0,0,0,0,0,0,0,0,0,0,0,310,0,2,298,0,0,2712,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,49,0,0,0,0,0,0,171,0,0,0,0,0,73,0,0,0,0,0,0,0,0,45,0,192,0,0,0,274,0,0,0,0,0,0,250,0,0,0,537,2,0,0,0,0,0,21,0,0,0,0,0,0,786,0,0,0,0,0,0,0,25,0,0,71313,0,0,0,6,0,0,0,0,1,0,0,101,0,0,0,0,42,76,270,0,0,0,0,0,0,6003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,5460,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,1345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,12,0,0,0,0,0,0,0,0,77,0,44,0,0,0,0,0,0,0,0,0,0,146,0,0,0,134,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,29,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1459,0,0,0,0,0,0,0,0,0,0
